-0.741973877,-0.723419189,-0.631637573,-0.639312744,-0.647994995,-0.549972534,-0.664123535,-0.58656311,-0.702423096,-0.532531738,-0.538269043,-0.558563232,1
-0.179229736,-0.197891235,-0.21156311,-0.136947632,-0.265274048,-0.325271606,-0.24420166,-0.258102417,-0.134185791,-0.14440918,-0.18737793,-0.305236816,0
-0.360839844,-0.04258728,-0.364868164,-0.113006592,0.077270508,0.032699585,-0.287033081,-0.218002319,-0.073501587,0.050704956,-0.266693115,-0.128387451,0
-0.179962158,-0.172927856,-0.201156616,-0.173431396,-0.155273438,-0.113220215,-0.162719727,-0.138244629,-0.215774536,-0.12828064,-0.181793213,-0.17048645,0
-0.049667358,-0.098480225,-0.042251587,-0.101959229,-0.071426392,-0.090667725,-0.177642822,-0.254653931,-0.276947021,-0.239089966,-0.160263062,-0.180160522,1
0.103210449,-0.038467407,-0.518661499,-0.608520508,-0.300186157,-0.399246216,-0.374664307,-0.428497314,-0.774810791,-0.952316284,-0.76940918,-0.196166992,0
-0.197860718,-0.325363159,-0.3046875,-0.208267212,-0.250396729,-0.252502441,-0.09967041,-0.266967773,-0.211135864,-0.233581543,-0.185012817,-0.258483887,1
-0.339401245,-0.33114624,-0.272598267,-0.228713989,-0.245025635,-0.21723938,-0.296203613,-0.272079468,-0.224502563,-0.293365479,-0.268463135,-0.167114258,1
-0.26322937,-0.268814087,-0.246520996,-0.27923584,-0.24307251,-0.340057373,-0.258087158,-0.131134033,-0.378860474,-0.328491211,-0.249694824,-0.335372925,1
-0.183364868,-0.30255127,-0.333023071,-0.287017822,-0.259597778,-0.180007935,-0.189117432,-0.169464111,-0.345489502,-0.33480835,-0.220489502,-0.275466919,0
-0.208358765,-0.160690308,-0.143585205,-0.314987183,-0.246734619,-0.271972656,-0.295410156,-0.206756592,-0.272155762,-0.357681274,-0.307601929,-0.234893799,1
-0.129821777,-0.150375366,-0.240692139,-0.223007202,-0.193969727,-0.297607422,-0.190872192,-0.24206543,-0.282821655,-0.240692139,-0.251174927,-0.278030396,0
-0.274749756,-0.251739502,-0.239395142,-0.271453857,-0.241409302,-0.266342163,-0.25630188,-0.262817383,-0.294204712,-0.264160156,-0.320556641,-0.157836914,1
-0.210342407,-0.205612183,-0.328155518,-0.143493652,-0.176269531,-0.113433838,-0.133224487,-0.204452515,-0.272796631,-0.227874756,-0.220352173,-0.126922607,1
-0.362426758,-0.266876221,-0.265960693,-0.235229492,-0.225814819,-0.243469238,-0.286087036,-0.2109375,-0.20173645,-0.155960083,-0.197738647,-0.289916992,0
-0.317367554,-0.381576538,-0.251281738,-0.398193359,-0.378860474,-0.336334229,-0.347579956,-0.248764038,-0.239929199,-0.285995483,-0.28225708,-0.289779663,1
-0.094894409,-0.36479187,-0.183227539,-0.219467163,-0.040817261,0.02545166,-0.242538452,-0.048583984,-0.362014771,0.058502197,-0.297897339,-0.063568115,0
-0.272857666,-0.07460022,-0.20350647,-0.138504028,-0.290847778,-0.120666504,-0.229568481,-0.17729187,-0.17175293,-0.193481445,-0.261047363,-0.240982056,0
-0.23260498,-0.264938354,-0.224029541,-0.253433228,-0.359817505,-0.411499023,-0.363220215,-0.143951416,-0.236801147,-0.191040039,-0.278457642,-0.225860596,0
-0.215438843,-0.155639648,-0.228134155,-0.109420776,-0.111129761,-0.117172241,-0.2315979,-0.197723389,-0.143600464,-0.349105835,-0.138885498,-0.091064453,0
-0.375396729,-0.291976929,-0.2474823,-0.548553467,-0.139328003,-0.432098389,-0.278915405,-0.221664429,-0.388656616,-0.142669678,-0.35168457,-0.207443237,1
-0.087173462,-0.159667969,-0.385238647,-0.320037842,-0.139801025,-0.167388916,-0.260009766,-0.280075073,-0.218826294,-0.210266113,-0.234039307,-0.147186279,1
-0.254943848,-0.096710205,-0.308044434,-0.221557617,-0.090072632,-0.230422974,-0.33454895,-0.145050049,-0.238418579,-0.306045532,-0.179748535,-0.325775146,1
-0.260177612,-0.355743408,-0.23236084,-0.265594482,-0.369094849,-0.242492676,-0.221694946,-0.232696533,-0.231414795,-0.167098999,-0.341506958,-0.181625366,0
-0.294677734,-0.16960144,-0.230407715,-0.270339966,-0.367965698,-0.332763672,-0.263214111,-0.254852295,-0.228164673,-0.046188354,-0.224197388,-0.217025757,1
-0.320480347,-0.130432129,-0.217727661,-0.180038452,-0.183990479,-0.384872437,-0.0262146,-0.1693573,-0.265808105,-0.19821167,-0.215942383,-0.445373535,0
-0.425201416,-0.264968872,-0.352798462,-0.288818359,-0.310653687,-0.468078613,-0.455917358,-0.421722412,-0.268554688,-0.19140625,-0.286621094,-0.398681641,1
-0.279037476,-0.195678711,-0.18270874,-0.311019897,-0.272323608,-0.277984619,-0.315994263,-0.24786377,-0.199203491,-0.233261108,-0.185119629,-0.253494263,1
-0.188430786,-0.108261108,-0.198699951,-0.183395386,-0.120803833,-0.228683472,-0.147613525,-0.0806427,-0.207977295,-0.242645264,-0.102325439,-0.12411499,1
-0.274536133,-0.300292969,-0.192047119,-0.402069092,-0.369491577,-0.285446167,-0.286605835,-0.29876709,-0.238632202,-0.361465454,-0.359191895,-0.360244751,1
-0.219604492,-0.220977783,-0.335861206,-0.149719238,-0.477371216,-0.329559326,-0.324279785,-0.497817993,-0.218597412,-0.360855103,-0.183151245,-0.261764526,1
-0.108642578,-0.091262817,-0.198364258,-0.225494385,-0.203613281,-0.233291626,-0.30279541,-0.234954834,-0.232925415,-0.084289551,-0.301956177,-0.186706543,0
-0.384017944,-0.246246338,-0.285995483,-0.291564941,-0.206604004,-0.17098999,-0.20539856,-0.208496094,-0.231369019,-0.306594849,-0.34916687,-0.331756592,1
-0.308853149,-0.313491821,-0.234558105,-0.316574097,-0.35218811,-0.345855713,-0.273544312,-0.292709351,-0.206329346,-0.238876343,-0.498001099,-0.370254517,1
-0.16835022,-0.167480469,-0.387176514,-0.284927368,-0.229354858,-0.363449097,-0.205474854,-0.341598511,-0.313034058,-0.259384155,-0.39112854,-0.197021484,1
-0.303161621,-0.23538208,-0.252563477,-0.238189697,-0.26335144,-0.3409729,-0.36505127,-0.233978271,-0.262023926,-0.268722534,-0.251968384,-0.209289551,1
-0.276626587,-0.096984863,-0.107467651,-0.333007813,-0.312637329,-0.238723755,-0.387634277,-0.225311279,-0.138137817,-0.448425293,-0.2862854,-0.177520752,0
-0.208297729,-0.115249634,-0.423370361,-0.354141235,-0.413955688,-0.357070923,-0.220214844,-0.207839966,-0.210189819,-0.288604736,-0.292800903,-0.078277588,0
-0.333023071,-0.287017822,-0.259597778,-0.180007935,-0.189117432,-0.169464111,-0.345489502,-0.33480835,-0.220489502,-0.275466919,-0.286148071,-0.204177856,1
-0.219680786,-0.242141724,-0.436462402,-0.405487061,-0.298934937,-0.322372437,-0.330047607,-0.299713135,-0.359725952,-0.302185059,-0.332351685,-0.485107422,1
-0.162033081,-0.307174683,-0.174789429,-0.161834717,-0.272872925,-0.122268677,-0.185928345,-0.21774292,-0.195129395,-0.162658691,-0.198181152,-0.218597412,0
-0.158233643,-0.141418457,-0.078857422,-0.242004395,-0.199554443,-0.242630005,-0.216125488,-0.16506958,-0.118408203,-0.356552124,-0.239349365,-0.285125732,1
